,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
181,-0.772,,,,-2.266,-3.0,2.955,1.612,,,0.855,-1.44,0.501,2.285,-6.812224,,4.903426,B
182,-6.51,-3.384,-4.372,-1.23,-1.334,1.913,0.884,1.933,-1.17,0.953,0.023,1.946,0.442,0.052,,,3.3600838,A
183,,-2.276,0.528,2.247,-0.829,,2.355,-1.868,0.513,1.003,0.471,-0.266,2.788,-2.355,5.3935623,0.5509304,-4.0383906,A
184,0.754,2.677,4.345,-1.373,-1.726,-3.376,-2.442,-0.887,1.388,-0.969,2.483,,-0.783,-3.091,-4.4131045,-4.5382867,5.1752343,B
185,3.997,8.418,-3.858,3.373,2.281,0.194,-0.752,-0.513,-0.576,1.464,-2.967,0.306,-0.851,0.619,10.615247,4.525104,-11.594121,G
186,-4.94,,,-1.303,1.076,-0.097,3.126,-0.626,1.292,0.797,0.998,2.024,0.415,0.224,-3.9495635,-1.6884347,,E
187,12.806,-5.391,,-3.289,1.757,0.392,0.016,0.428,,1.234,0.919,-1.53,-1.502,0.212,,-3.0700781,7.6646204,A
188,-4.219,-1.188,3.084,0.645,4.061,,-1.502,1.385,0.438,,-0.199,-1.722,-0.845,,1.6073079,,-1.344095,E
189,-3.525,0.411,2.678,-1.827,,-1.715,2.719,-0.436,1.848,2.38,-1.926,-0.576,,-0.708,-1.7699465,-1.7078087,-1.9558077,E
190,0.416,-0.03,2.217,1.928,-1.342,-0.447,-2.289,-2.454,,-2.228,0.202,3.039,3.706,8.883,4.4229383,1.2965391,-3.1263533,B
191,0.753,3.987,6.538,,-2.375,-3.593,1.884,0.57,-0.371,2.18,1.435,-0.507,-1.405,1.243,,-5.3886175,5.291444,B
192,-6.265,-3.486,-2.995,1.063,-2.102,-0.932,-2.382,1.121,,1.013,-0.874,,,-0.898,3.6305552,0.77403474,-4.174183,A
193,1.543,4.051,,1.715,4.141,-1.984,,1.567,-0.795,1.122,1.097,4.554,,1.286,3.5958433,-0.29458266,-1.9435034,G
194,,-4.201,-1.556,-1.407,-3.236,-0.819,-2.129,,2.191,1.597,-2.0,2.08,1.331,,-1.0365282,,-2.2323287,A
195,11.63,-4.071,-2.438,-2.246,1.36,0.213,-0.67,,0.553,0.487,0.873,-0.919,,,-6.1191573,-2.2523913,5.698071,A
196,2.219,3.018,0.207,,-0.1,-2.018,5.936,-0.295,-1.181,-3.46,-2.69,0.127,1.951,-2.069,12.313051,,-13.338422,A
197,2.964,0.017,2.944,0.361,,6.462,1.501,-2.785,-1.312,0.209,0.33,-2.469,-2.601,1.006,-1.7239903,4.1961217,4.257494,B
198,4.707,,1.041,,-0.137,2.433,-0.54,-0.59,1.087,2.136,5.198,-0.324,-1.762,0.14,15.42177,6.94687,-3.3371792,A
199,-6.62,,,0.414,0.674,1.911,-1.27,2.551,-2.239,1.086,-0.257,1.414,-0.181,0.453,,1.6838348,0.019863129,E
200,7.167,-5.163,-2.441,-1.332,0.31,2.121,0.446,-0.262,-0.114,0.374,-0.986,2.319,,0.748,-2.8641357,0.65838265,1.613241,A
201,-5.588,0.552,,-1.476,0.276,0.839,0.78,-1.724,,-0.447,0.723,-1.093,0.982,-0.512,-4.4082313,-1.1165477,4.502119,G
202,-1.592,0.184,4.941,1.18,6.768,,-0.972,1.763,0.998,-2.11,-0.844,0.038,,-2.112,3.2927463,,-3.2250507,E
203,-0.902,-0.445,,-0.988,-2.52,-2.217,-1.16,0.774,-2.238,2.857,,-1.872,,-2.836,-3.147801,-3.080852,3.6486757,A
204,-6.104,-0.02,-4.914,-1.291,-2.31,-0.507,,-0.392,0.434,0.314,1.587,,-1.045,-0.386,-4.350086,-2.2266347,5.0754724,G
205,-3.474,0.298,0.045,-0.007,-3.155,-5.459,-0.297,1.356,0.657,0.822,-2.013,-1.466,-0.294,1.088,3.825807,-2.426148,-7.628236,E
206,-0.384,,,1.821,-4.805,1.096,-0.239,,-1.938,-2.486,-0.474,-1.545,,-1.084,,,-3.3205895,A
207,2.474,8.45,-3.155,2.0,2.078,,1.074,1.157,-0.859,2.098,-1.005,-1.754,,-0.802,6.247043,1.0752435,-6.6187067,G
208,3.681,7.002,-2.842,2.35,2.319,-1.251,-1.681,0.593,-1.444,3.42,0.728,-0.945,1.329,,,0.8994084,-3.288362,G
209,,3.204,-5.053,0.7,1.345,-2.221,2.19,0.014,0.893,-1.035,0.238,0.768,,,,-0.89980865,-2.1360662,G
210,-0.805,-5.353,-4.142,0.308,-3.763,-1.732,-3.254,1.125,-0.07,2.249,0.369,1.898,-0.164,0.436,0.9561224,-0.99945223,-0.891819,A
211,4.013,2.285,0.938,-0.208,-4.304,-1.082,-3.262,2.795,-0.443,-1.696,,3.65,-0.013,-1.906,-0.49385208,,0.46224287,A
212,1.411,-2.225,1.153,-1.198,,-4.219,,0.541,-1.568,0.336,-2.792,0.443,0.865,-1.655,1.3930452,-2.299339,,A
213,2.047,4.927,3.951,,-2.971,-0.119,,2.992,-0.676,-2.607,0.666,-0.944,0.029,2.48,-7.5121694,-2.9993913,6.3043222,B
214,-0.825,3.76,1.804,-2.767,-3.12,,0.521,3.143,1.024,,-0.408,-1.568,0.414,0.005,-6.0770955,-2.084278,3.954082,B
215,-7.908,-1.827,-1.982,-2.539,-0.543,-0.485,1.092,0.675,-0.849,-0.953,1.349,-0.088,-1.004,,-7.0165224,-3.1801133,6.707384,B
216,,-3.297,-0.375,-3.096,-0.065,-2.068,0.624,-1.521,-1.644,1.697,,-0.913,1.836,-1.606,-6.833354,-4.182704,4.6764812,A
217,-7.551,-2.916,-1.417,-0.877,0.822,-1.26,1.303,-0.105,-2.034,0.13,0.762,1.058,-2.162,-0.234,-2.3315732,-1.9291651,2.21032,E
218,-0.372,-0.488,0.592,-1.071,2.304,-0.94,,3.447,-0.555,-0.578,-0.603,-4.203,,1.093,-1.5696642,-1.2209477,-0.033450246,E
219,8.391,-3.527,-1.577,-3.515,0.249,,0.737,-2.371,-1.244,-0.711,-1.058,0.857,,0.517,-6.918274,-2.8839824,3.4022985,A
220,-0.312,5.244,-4.725,-0.2,-0.584,,-1.635,-0.932,1.755,-0.5,0.89,-1.482,-0.35,-0.296,-1.7853551,0.21639994,3.010181,G
221,-0.564,1.586,1.553,-0.965,-1.896,-0.82,-1.716,0.668,-2.077,0.218,1.126,,1.106,-1.917,-3.0403683,-1.9106259,3.3849602,B
222,2.734,2.58,1.16,-1.699,-2.143,,0.598,-0.577,-1.997,-1.463,-0.511,2.335,,-2.251,,3.2718177,6.4821396,B
223,,-1.622,-0.26,10.244,-1.742,-0.284,2.98,,-1.645,,0.365,-0.896,0.383,-0.755,23.461369,8.549105,-16.695671,A
224,-6.706,-4.066,-2.306,,2.894,-0.683,-0.856,,-2.725,0.525,,-2.796,1.937,,0.42463514,-0.42511305,0.106708586,E
225,0.233,2.057,,-1.907,-3.952,-3.707,-0.918,0.448,-1.317,2.744,1.198,-0.737,1.687,-1.315,-4.2901454,-4.572956,3.2444568,B
226,2.564,,-4.621,0.891,2.155,0.609,-1.189,,,,-0.956,0.292,0.435,,2.7775514,1.629913,-3.051256,G
227,1.035,7.644,,1.122,-0.129,-1.604,-0.473,,1.247,0.019,,-1.418,1.107,,2.2316558,-0.5004523,-0.9931965,G
228,-6.667,,-1.966,-3.271,-3.878,1.1,1.535,2.067,-0.255,1.012,0.01,-0.108,-0.107,-0.16,-7.9638786,-2.1606085,6.2436934,B
229,-8.119,-3.295,-1.556,-0.667,1.83,-0.285,0.431,-0.242,,-0.548,,-1.419,0.269,0.804,-1.64104,-0.8585565,1.3496138,G
230,-1.153,1.896,3.437,-1.122,-0.632,1.072,2.795,2.066,3.631,-0.899,-0.057,-2.364,0.333,,,-0.2762347,,B
231,-3.194,1.556,2.754,-1.688,-4.089,-2.889,0.649,1.18,-0.249,2.51,1.676,-1.702,,-1.214,-4.5296364,-4.1073046,4.3793597,B
232,-4.812,,-2.819,-0.646,0.431,4.643,-0.722,-1.799,-1.482,-0.208,-0.725,-0.066,,-1.156,-2.4030097,2.7045305,2.6258059,G
233,0.298,6.112,-0.518,-0.867,-0.009,-2.488,0.24,1.383,0.28,,0.761,0.802,-1.275,-0.858,-1.8817465,-2.6888087,,G
234,0.474,-2.422,1.108,,-3.403,-2.325,0.483,-2.24,5.929,-1.931,0.617,-0.079,-1.386,-0.429,14.979111,3.7863562,-10.999153,A
235,0.229,0.721,6.095,-1.601,,-2.053,1.397,-2.425,1.319,-0.701,,1.052,0.65,,-1.4491489,-1.8864694,-1.8841741,E
236,-1.988,-0.51,1.828,-0.515,-2.715,-3.136,0.087,,-1.62,,0.854,-1.664,2.332,1.575,-0.93224233,-2.8345215,0.5703068,B
237,,2.634,,,1.901,-0.892,,,-0.653,0.122,-0.384,0.008,-0.335,0.687,-5.444766,-2.6690085,3.0962515,E
238,,-0.263,1.062,,-1.543,6.622,4.676,-0.092,0.622,,-1.198,-1.708,0.733,0.605,-1.7419516,4.5119133,2.3007023,B
239,0.397,3.014,3.411,-0.807,-3.416,,-2.001,,1.901,-1.04,0.242,0.101,0.938,0.474,-4.359501,3.2541392,6.0768323,B
240,-6.492,-0.812,-3.236,-3.119,-3.504,2.121,0.61,,-1.169,,-0.594,1.106,-0.36,1.143,-7.3809576,-1.0898259,5.420978,B
241,11.324,-4.662,-2.166,-3.046,1.158,-0.668,,0.689,0.717,0.308,-0.823,-0.301,-1.527,-1.597,-6.0233154,-2.6589997,,A
242,-4.002,-2.378,3.98,,4.557,2.2,0.438,,2.52,-2.778,-0.818,0.4,-0.405,-0.969,-0.016749144,1.7654436,-0.20339072,E
243,2.494,,,,,-1.021,1.232,-1.813,-2.533,,1.777,1.317,-1.511,-1.328,-4.263305,-2.6078348,5.0612206,B
244,-7.921,,,-1.026,0.59,-0.015,3.177,1.036,-1.059,-0.684,-0.716,1.808,-1.878,,-1.6767104,,0.26109493,E
245,2.981,-0.169,3.53,0.888,-0.039,6.076,3.634,-2.003,0.282,0.946,-0.086,,,2.857,0.03279765,4.618904,2.2726445,B
246,,9.353,-2.981,2.653,,-2.915,0.888,-1.152,0.908,1.577,-2.47,-1.124,-0.257,1.676,9.544788,1.706174,-11.387614,G
247,-3.08,,1.849,-2.682,-2.243,,1.516,0.951,-0.447,0.886,0.356,-1.312,-2.397,-1.071,-5.737963,-3.9824347,3.7141767,B
248,2.616,,5.466,2.658,2.779,1.353,-1.693,2.82,-0.845,,2.118,0.29,2.311,1.148,3.6333818,2.1086087,0.71197295,B
249,-5.656,,-3.303,-0.433,,-0.444,1.199,0.681,-0.803,1.068,0.852,0.542,,-0.179,-1.6736896,-1.0768,2.1752472,G
250,10.788,-3.844,-3.141,-4.527,,1.408,0.845,-0.071,1.587,0.059,,-0.289,0.151,,-11.991518,-3.5784,10.688046,A
251,,-0.38,5.522,1.591,7.003,-0.178,-1.483,1.777,0.072,0.289,-0.66,0.203,2.395,-1.443,4.3843126,1.5991651,-4.1385984,E
252,-6.224,-3.225,-2.785,0.556,-0.669,0.069,,1.087,,0.817,-0.564,1.816,-0.591,0.492,,0.80622613,-2.0396247,A
253,-2.274,1.19,3.107,-1.764,-1.459,,1.124,-1.566,1.065,1.441,-0.479,1.66,,-2.136,-4.1486893,-0.341713,2.9859693,B
254,-4.989,0.43,-4.861,-1.42,0.568,2.258,-1.19,-0.683,-1.304,-0.024,2.471,-0.261,1.24,-0.779,-6.463414,-1.0458348,8.8864765,G
255,-4.434,-2.697,-3.414,1.789,-3.111,0.452,,-0.86,-0.174,0.033,0.892,-0.911,-0.488,0.555,3.1212244,1.3965217,-0.90440416,A
256,-1.606,2.825,1.51,-2.869,-0.661,-2.961,-1.566,2.558,0.537,-0.392,2.114,-0.134,2.053,-1.799,-7.663066,-5.396435,7.2132916,G
257,-4.608,0.827,-4.459,-0.2,-1.182,2.006,-1.292,,0.255,0.925,2.115,-0.876,1.587,-1.115,-3.206789,0.033713102,5.943475,G
258,-5.789,0.281,-2.687,-1.859,,-1.504,2.215,,-1.714,,1.321,0.377,-0.071,,-5.061848,-3.212913,4.843715,E
259,12.31,-4.328,,-3.009,0.969,-0.378,-0.169,1.276,1.263,0.236,0.393,-1.124,,-0.06,,-3.0479739,5.622696,A
260,1.181,,-2.008,,-2.421,1.342,3.824,1.683,0.525,0.645,-0.963,1.421,1.004,0.129,15.08992,6.8096952,,A
261,0.789,7.298,-4.016,0.65,3.058,,-1.602,-0.714,0.626,0.116,-1.289,0.847,,-0.47,3.274612,0.26247835,,G
262,,3.356,2.215,-1.34,-0.949,,-1.017,,-0.557,-0.951,0.518,0.871,-2.449,-2.316,-2.4859781,-3.4410956,1.2182474,E
263,-6.804,-2.518,0.219,-0.512,0.09,-3.007,-0.68,0.069,0.899,,0.396,-1.193,,-0.732,-0.5264509,-2.5241392,-0.28320086,E
264,-1.959,-0.242,,-1.533,-3.054,-4.299,-0.144,-0.012,-2.133,2.807,,-2.363,2.88,-2.051,-3.8553464,-4.944026,3.5675123,A
265,-0.859,3.256,3.815,-0.971,-4.043,1.321,,2.551,,1.553,,,-2.763,2.927,-0.7341237,0.9918608,-1.6510928,B
266,-1.114,2.748,3.217,-1.886,-1.785,4.498,-0.402,2.498,2.386,-0.574,0.492,1.683,0.337,-0.278,-6.402177,,7.0972495,G
267,-0.436,,,-2.669,-3.399,,-2.307,,-0.749,-1.086,-1.639,-0.438,-1.173,,-4.476006,-1.7176087,,B
268,2.399,2.752,4.989,,-0.246,2.534,1.766,-1.373,-0.878,-2.166,1.794,1.243,-2.579,-0.394,-6.5539875,-0.7818261,8.160987,B
269,1.09,1.654,6.15,,3.967,0.791,1.005,5.013,0.372,1.342,0.145,-1.591,-3.202,,6.530811,3.0320606,-4.244495,E
270,-4.36,-5.12,-3.592,0.94,-2.55,-0.412,-2.497,0.89,-0.209,,-1.26,1.212,-0.379,-0.12,3.5393598,1.1839652,-4.415161,A
271,-1.829,-5.568,-3.771,0.53,-1.956,-1.207,-2.459,0.282,0.626,-0.127,-0.087,2.47,-0.238,-0.748,1.729715,-0.2516957,-1.8531171,A
272,-3.886,-2.004,1.132,-1.226,-2.86,,2.066,-2.582,-0.889,0.911,-2.277,1.09,-1.945,-0.897,-2.5176158,3.4659219,0.95856047,B
273,-6.097,-0.096,-5.036,-1.339,0.085,1.875,0.428,-0.005,0.304,-0.426,,,0.908,-1.389,-5.0855284,-0.6739391,6.278907,G
274,5.319,-3.148,1.324,,0.092,1.923,,-0.527,0.752,2.419,6.51,-0.963,-1.56,0.353,11.760414,5.0129204,0.8700876,A
275,9.53,-4.993,-2.339,,1.191,0.303,-0.687,,,0.739,0.805,-0.878,-1.762,-0.18,-4.181446,-1.4475565,4.233563,A
276,-6.854,-2.053,0.001,-1.166,2.792,-0.035,0.621,-0.085,-0.84,,0.597,,-0.505,,-3.2655187,-1.3317304,,E
277,-0.12,5.039,,-1.522,-3.065,-2.86,0.576,2.445,2.34,0.687,2.004,-0.462,,4.263,,,,B
278,1.483,0.13,,1.948,2.597,3.901,-0.12,-1.006,-0.604,,0.251,1.366,-0.663,-0.275,2.9144785,4.0118694,-0.23842847,B
279,11.498,,-3.341,,2.148,1.115,0.444,-0.608,,0.908,0.355,-2.105,-1.317,0.6,-4.9230847,-1.052652,,A
280,,4.674,-5.565,-1.202,-0.732,-0.79,2.846,-0.248,2.659,0.738,-0.185,,0.691,0.239,-2.3297758,-1.4481305,1.1353115,G
281,10.115,-3.202,,-4.092,0.957,,1.237,0.458,,-0.403,0.159,,1.157,1.178,,,5.502504,A
282,-4.912,,1.405,-1.726,3.756,-0.94,-1.3,-0.131,-0.193,,1.164,-0.191,1.253,-1.536,-4.797401,-2.6663303,4.666194,E
283,-2.236,-4.278,,3.414,-3.436,-0.751,-0.212,,2.685,0.707,-2.6,3.258,1.499,-1.675,10.682335,3.7872,-11.529528,A
284,1.538,7.504,-5.301,1.137,1.223,0.22,-1.321,-0.179,1.035,0.205,-0.64,0.696,0.279,-0.717,3.1758904,1.443652,-3.0749028,G
285,1.003,1.752,6.313,-0.459,0.699,-2.65,,0.979,0.193,1.709,,-0.016,1.429,-0.886,-0.66793805,-2.3264089,0.15434659,B
286,-7.656,,-2.475,0.476,,,,-0.262,-1.939,-0.623,,-1.021,,1.627,2.4184241,,-3.494203,E
287,,4.816,,0.362,2.979,-0.067,0.57,-0.838,-0.89,0.531,0.806,1.234,0.524,-0.841,0.080712736,-0.12666085,0.9872583,G
288,7.211,-2.983,-0.411,-1.741,-1.982,-1.951,-1.488,0.287,-1.327,-2.406,,0.692,-0.513,-0.183,-1.4938726,,-2.2436485,A
289,6.8,-0.649,0.94,-1.084,-1.401,-5.712,-0.881,1.303,-2.033,-0.765,-1.349,-0.03,1.383,-1.162,0.77702177,-3.8501825,-4.626962,A
290,,-1.368,1.218,,-2.143,3.047,1.346,-5.513,,0.339,-0.541,-0.845,-1.648,0.771,-1.3241248,1.8784435,1.4524547,B
291,-0.13,5.136,4.759,-1.192,-1.282,-3.329,-0.07,0.515,0.43,-0.363,1.846,0.936,-1.459,,-3.3934302,-4.035739,3.6043754,B
292,1.458,-3.853,2.396,-2.469,,,,,-1.612,3.126,-2.008,1.243,3.333,1.441,,-3.2478259,-2.1011937,A
293,,0.219,,7.249,-0.629,-2.439,3.508,0.587,-4.392,-1.723,-1.26,-0.685,0.865,-1.873,18.848345,5.400974,-16.357115,A
294,1.443,0.191,4.376,2.354,,-1.242,-1.364,0.113,-1.684,1.7,1.493,1.047,,-0.476,4.4344788,0.5293478,-1.7322383,A
295,,,,8.956,-1.518,,,,-2.964,-2.686,,-1.531,2.481,-1.266,22.265127,7.991043,-18.244108,A
296,,1.33,4.218,-1.408,,-2.757,,-0.337,-0.668,2.793,1.598,-2.958,,-0.661,-3.851612,,3.8346624,A
297,0.373,0.298,3.163,,0.695,,-2.268,-0.46,-1.068,,0.851,,,-0.793,7.42043,2.1083913,-4.5632915,A
298,5.581,0.33,0.301,8.171,-0.818,-2.062,2.431,0.399,-1.832,-2.174,-3.118,0.544,0.778,,22.651663,7.359669,-21.447014,A
299,-1.335,0.398,5.053,-1.887,-0.693,5.739,1.342,-3.172,0.992,1.321,-2.245,-0.207,-2.333,-0.355,-4.1839623,3.0649824,2.3336797,B
300,-3.826,0.796,,-1.557,1.073,,2.868,0.366,4.656,1.26,-0.845,-0.386,-1.08,1.777,-2.2472546,-1.9086521,-0.10655391,E
301,,-1.469,-0.355,1.309,-1.764,9.041,1.106,-0.015,,1.19,-2.488,0.73,-1.031,0.019,2.30591,,-1.4009907,B
302,5.885,-4.803,-2.492,-2.648,0.202,-0.346,-1.654,,-1.212,-0.04,-0.223,-0.154,-0.713,,,-2.4087045,3.7816644,A
303,,1.232,7.236,-1.392,1.77,0.283,2.275,,-1.106,1.433,0.842,2.32,-0.905,0.186,-4.1362615,-1.4505912,4.241991,A
304,-4.597,-4.101,-2.791,3.294,0.881,-0.1,-1.268,2.627,,,,-0.836,1.533,0.899,5.996918,1.9502085,-2.1163929,E
305,-4.404,,-1.912,-1.43,0.079,,,-1.554,-2.523,0.623,1.688,,1.712,-1.337,-5.631869,-0.8404869,7.12924,G
306,-3.46,-1.85,1.69,1.227,-1.459,,-0.79,,-0.423,4.363,,-0.062,-0.199,-0.266,4.3830314,-0.5984087,-5.065009,E
307,,-2.67,-0.499,-1.443,0.635,-0.493,,-0.189,0.628,1.28,,3.034,,1.232,-4.306858,-2.145339,4.4999886,E
308,,5.907,-4.307,,-0.951,-1.405,1.127,1.182,2.611,0.592,,-1.232,-0.026,-0.882,-2.2782109,-1.9256696,1.1744703,G
309,-5.409,0.129,-5.172,-1.267,-0.351,-0.305,,-0.856,-0.365,-0.388,,-0.786,-0.617,0.987,-4.816831,-2.310765,6.116642,G
310,0.798,-0.44,2.366,0.784,2.137,4.057,-2.002,1.978,,3.187,1.883,1.53,,-2.584,-1.4150048,,5.1450152,A
311,-5.328,-0.043,-3.927,-1.352,-0.501,,0.319,0.641,-0.981,-0.659,0.447,,-0.201,-0.274,-5.289051,1.7200782,6.4184017,G
312,9.209,-4.112,-3.372,-3.679,1.184,1.962,0.33,-0.085,0.422,-0.111,-0.394,-0.929,-1.348,-0.198,,-1.7754607,6.6680727,A
313,-5.954,-2.802,-0.584,,2.603,,,-1.242,,0.492,0.09,2.696,-0.081,-0.034,-3.8381844,-2.624226,,E
314,0.545,2.307,5.405,-2.715,,2.516,-0.416,2.871,0.104,-2.445,-1.293,-2.799,-0.309,1.87,-5.9055986,-0.14475638,3.574179,B
315,3.036,5.919,-1.861,1.071,3.127,-0.464,-0.379,-0.209,0.663,0.219,,,,0.39,1.9885904,0.30722603,,G
316,-4.52,2.157,-5.143,-0.73,-0.534,-2.635,1.809,1.916,1.582,-0.346,0.015,-1.571,,1.04,-0.79112124,-2.2919567,-0.45004398,G
317,-1.971,-0.115,4.179,1.281,4.012,-0.397,-0.675,,,-0.934,-0.004,,,-3.468,3.1072094,0.8673392,,E
318,11.674,-6.034,-2.68,-2.357,,0.728,-0.464,-0.996,1.233,1.87,,,-1.596,,-6.7483697,-2.125609,6.626333,A
319,-4.463,-3.226,-3.253,0.594,,1.431,-0.475,0.847,,-1.51,-0.86,1.267,0.325,,,1.8387129,-1.8221369,B
320,2.805,-0.331,2.017,1.515,-1.739,-1.333,-4.181,-0.851,-0.049,-2.844,1.455,3.626,1.971,8.288,,-0.23835653,-0.45548987,G
321,-1.672,0.299,2.923,-2.383,2.196,,,-0.573,-0.134,0.394,1.782,2.064,2.078,1.895,-6.908659,-3.5589738,7.0150485,E
322,,1.849,4.19,-2.057,-2.172,-1.996,1.315,-2.087,-0.451,3.139,-1.436,-0.562,2.097,,-2.6795754,-2.3266087,-0.7534766,B
323,-5.027,0.378,,-0.152,-0.319,3.17,0.371,-0.309,-1.369,-0.357,1.028,0.571,,,-2.4464388,1.3429914,4.405678,G
324,,0.856,5.617,1.0,5.969,-0.275,-2.571,-0.518,-0.523,-1.821,-0.595,1.503,,-1.356,,,-3.0738192,E
325,-1.042,2.874,3.706,,-5.314,-1.013,0.255,-2.017,-2.724,0.081,-1.512,-1.347,0.489,-0.96,-4.856744,-2.3908868,,B
326,-2.727,2.083,,-2.145,2.702,-2.698,0.103,-3.056,0.382,,3.199,4.19,-0.923,1.217,-7.1288757,-5.1399913,8.372849,E
327,,-2.99,0.551,10.259,,0.869,,0.562,-1.703,-0.792,-0.633,0.417,-1.221,-1.255,24.062935,9.778686,-18.00388,A
328,-4.209,1.964,,-0.434,-1.823,-1.126,,1.316,0.017,1.144,0.461,-1.561,,0.223,-1.0609004,-1.3108609,0.93849885,G
329,-5.38,-0.094,-2.757,-1.159,-1.138,0.342,0.472,-1.891,-1.376,2.415,-0.522,,-1.135,0.207,-2.2962718,-0.53497386,1.1116581,G
330,4.404,-2.815,-2.143,,-1.458,0.952,-0.22,0.053,-0.653,-0.371,-2.854,2.447,-0.83,-0.898,,0.05932188,-1.4113202,A
331,-0.28,3.773,,0.854,,,0.194,-1.68,0.902,,,-1.846,2.597,,0.8627466,,0.99404407,G
332,-6.1,-2.804,-2.167,0.221,-0.018,0.096,,0.54,,-1.382,,0.378,-0.802,,-1.077018,-0.5437391,,E
333,1.836,2.984,5.301,-2.709,-0.132,0.55,4.185,-1.048,-1.85,0.143,,2.165,-0.58,-1.245,-9.213878,-3.4194522,10.702139,A
334,6.403,-2.479,0.341,12.362,-1.033,0.663,3.336,,,-2.547,1.137,,,-0.865,27.288897,10.601104,-18.077196,A
335,7.07,-4.473,-2.152,-3.161,0.362,-2.456,-0.146,-1.164,-0.425,-1.294,-0.929,0.206,0.265,0.778,-5.567058,-3.8259046,1.8393841,A
336,-4.682,-1.457,,-0.224,4.406,-0.425,-2.684,,,-3.233,-0.54,-1.584,0.822,,0.15172118,-0.1932174,-0.9976114,E
337,,0.045,3.396,0.427,1.867,2.016,0.818,5.422,0.481,0.985,-2.097,1.002,-2.955,-0.778,,2.6728783,,G
338,-6.719,-2.431,-0.525,-1.244,0.237,0.57,,-0.64,-2.307,0.361,2.053,3.358,-2.199,0.741,-5.0659475,-1.7424433,6.6437483,E
339,-5.475,-2.155,-2.843,-0.15,-2.142,4.25,0.991,0.115,-2.862,0.282,0.495,0.303,-0.66,0.234,,2.285087,,B
340,-0.27,1.012,2.14,-1.048,,-1.062,2.047,2.509,-0.416,-0.87,1.657,0.769,-1.072,-0.861,,-2.3975043,4.448455,E
341,-2.918,-0.399,1.791,,2.053,1.942,4.672,-1.076,-1.601,0.187,2.04,2.856,2.423,1.323,-5.9225597,-1.0248349,7.7940617,E
342,1.659,4.164,6.166,-0.815,-0.263,1.597,0.301,0.708,0.929,,-0.053,-1.149,-1.948,0.416,-2.3891454,0.3174348,2.3013177,A
343,-6.779,-1.284,-3.424,-1.259,1.254,-1.494,2.028,-0.35,-1.841,-1.807,1.5,-0.182,-1.378,1.0,,-2.7736347,4.2039313,G
344,,-0.87,,3.428,4.854,-1.067,3.069,,-1.17,3.383,,2.547,2.51,0.846,6.6859574,1.4836087,,E
345,,9.356,-2.99,2.808,3.294,-1.394,1.253,-0.137,0.244,2.024,-3.388,0.132,-0.655,2.91,10.265426,3.2482433,-12.529969,G
346,-5.852,-0.225,,-1.289,-0.821,-0.09,0.529,1.175,-0.084,1.706,3.025,,3.467,-1.887,-5.882697,-2.6765652,8.269529,G
347,0.674,,5.384,,-2.63,5.329,,1.609,0.32,2.263,0.949,-1.052,-0.618,0.037,,1.8312609,7.3944235,B
348,-3.923,2.327,-5.696,,-1.74,1.76,-1.046,-1.547,2.318,,1.102,-0.379,0.929,-1.376,-4.571343,-0.5312522,5.490583,G
349,-0.601,2.006,4.331,-2.692,1.524,1.893,-0.129,-0.761,-0.449,-2.708,1.252,2.973,4.122,0.093,-8.101171,-1.7762433,8.310997,B
350,-0.849,2.863,5.123,-3.092,1.926,,-3.519,-1.917,0.024,-3.727,1.477,-0.446,1.698,1.377,-8.45786,,,E
351,-6.861,,-2.02,1.676,1.376,-1.366,-1.602,0.703,-2.307,0.877,,,-0.284,1.199,5.240873,1.0561738,-5.5738277,E
352,,-1.656,1.685,0.071,3.634,-0.823,-1.343,1.99,-0.023,-2.167,-1.907,-3.834,-1.535,-0.428,,0.49167824,-4.5350747,E
353,0.828,0.591,4.344,-0.924,-3.689,-2.6,-1.206,,-1.241,2.34,0.393,-2.282,3.82,2.426,-1.6184812,-2.6260955,0.6687816,B
354,-7.158,-4.82,,-0.337,4.085,-0.521,-0.782,-1.313,-2.047,-0.785,-2.117,-2.086,-0.083,0.202,1.4506898,,-4.079287,E
355,-4.186,-0.772,3.144,-1.213,0.9,-1.218,-0.852,-3.235,1.119,-0.65,-0.708,-1.231,-0.216,0.0,-1.7003515,,-0.18840826,E
356,-4.398,-1.896,-1.373,-1.408,-5.145,-0.624,2.533,0.857,-0.137,1.878,-1.379,,,0.762,-1.7078726,-0.9315218,-0.8401544,B
357,,,-1.628,6.183,-1.96,-2.487,1.476,0.828,-3.463,,-2.062,-0.022,0.065,-0.419,17.173758,4.841478,-16.225101,A
358,,-4.911,-1.936,0.752,2.386,-1.071,-0.806,,-2.531,-0.266,-0.766,-1.291,-1.323,1.692,2.8541331,,-3.5207548,E
359,-2.601,3.26,,-0.692,-0.108,-0.524,,-0.464,,-0.273,2.089,-0.064,,1.287,-3.4435961,,5.077258,G
360,,8.297,-4.628,1.633,,0.766,,0.287,0.365,1.073,-1.761,1.447,0.063,-0.497,5.2205973,2.7724261,-5.8375654,G
361,,3.089,-3.85,-1.103,-0.809,1.769,-1.288,-2.159,-0.409,-0.153,,-0.656,0.627,-0.254,-3.3944595,0.031939156,3.4842052,G
