id,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
305,14.0,,12.79,4.63,,0.07,10.17,13.6,1.38,0.0,9.0,,0
306,,906.0,43.14,45.22,0.381,0.67,0.13,,,0.0,9.0,0.67,0
307,,,458.75,642.08,0.25,0.13,0.18,23.73,9.1,2.39,,,0
308,12.0,,27.0,37.62,0.583,0.5,10.87,23.88,4.54,0.29,,0.42,0
309,14.0,249.0,17.79,26.93,0.357,0.14,,16.12,1.87,0.0,,0.93,0
310,19.0,,,70.8,0.105,0.32,12.43,20.98,3.4,,11.0,0.68,0
311,11.0,645.0,58.64,29.45,0.091,0.09,,23.13,6.8,,,0.18,0
312,,2742.0,94.55,88.03,0.069,0.97,15.43,17.62,0.66,,,1.0,1
313,18.0,589.0,,,0.611,0.33,9.42,18.77,2.23,0.47,8.89,0.83,0
314,17.0,1126.0,66.24,,0.588,0.35,6.37,23.77,5.78,0.49,8.88,,0
315,12.0,242.0,20.17,20.25,0.917,,5.85,22.67,5.5,0.0,9.0,,0
316,19.0,,39.53,62.87,0.526,0.32,6.08,23.78,,,,0.21,0
317,14.0,437.0,31.21,33.42,0.929,0.14,,18.9,3.19,,9.0,,0
318,47.0,1928.0,,,0.021,1.0,,18.9,,0.0,9.0,0.7,1
319,11.0,663.0,60.27,,,0.18,8.97,16.35,2.82,0.0,9.0,0.91,0
320,26.0,160.0,,1.83,0.192,0.04,,13.75,1.51,,9.0,0.88,0
321,14.0,243.0,17.36,10.4,1.0,,2.13,23.9,6.88,0.0,9.0,0.36,0
322,,380.0,31.67,26.58,0.667,,6.3,17.32,4.07,0.0,9.0,0.75,0
323,67.0,,21.61,,0.209,1.0,,19.28,0.74,0.0,9.0,0.54,0
324,,841.0,28.03,,0.4,0.2,,21.58,5.5,0.0,9.0,0.33,0
325,11.0,1087.0,98.82,189.61,,0.36,11.18,22.02,4.14,0.0,9.0,0.18,0
326,13.0,1177.0,90.54,142.56,0.846,0.69,9.72,,1.69,0.0,9.0,,0
327,11.0,,72.64,118.13,0.818,0.64,7.02,21.97,4.6,,,0.64,0
328,12.0,629.0,52.42,37.36,0.5,,9.95,17.87,2.76,0.0,9.0,0.92,0
329,11.0,794.0,72.18,77.22,0.545,0.09,,20.2,3.35,0.0,,,0
330,12.0,1037.0,86.42,194.17,0.083,,,22.95,5.57,,9.0,0.42,0
331,19.0,1180.0,62.11,67.5,0.895,,8.82,18.0,3.31,0.0,9.0,0.63,0
332,11.0,715.0,65.0,39.69,,0.73,11.52,17.72,1.84,0.3,8.09,1.0,0
333,92.0,3902.0,,35.22,0.087,,10.27,21.87,2.57,0.0,,,0
334,,187.0,,,0.929,0.5,1.8,7.8,2.47,0.0,,,0
335,31.0,1213.0,39.13,40.7,0.8390000000000001,0.52,9.58,20.52,2.62,0.0,9.0,0.81,0
336,,187.0,10.39,11.23,0.222,0.06,5.25,21.35,4.42,,9.0,,0
337,11.0,872.0,79.27,194.02,0.636,0.55,9.23,22.17,4.44,0.0,9.0,0.45,0
338,12.0,3785.0,315.42,406.67,0.1669999999999999,0.33,,20.9,3.78,0.0,11.0,,0
339,,13221.0,1017.0,0.0,0.154,1.0,20.12,,1.11,0.0,10.0,,0
340,11.0,2112.0,192.0,,0.182,0.18,20.83,21.13,0.1,0.0,9.0,0.0,0
341,,1471.0,91.94,,,0.38,7.37,22.47,,0.34,8.88,,0
342,35.0,1709.0,48.83,43.79,0.5429999999999999,0.17,,15.0,1.66,0.28,8.91,,0
343,15.0,3043.0,202.87,380.68,0.067,,6.18,17.53,4.52,,9.4,0.8,0
344,11.0,11667.0,1060.64,97.08,0.091,1.0,20.1,23.53,1.15,0.0,10.0,0.0,0
345,22.0,479.0,21.77,18.47,0.8640000000000001,0.59,1.57,22.8,6.49,0.0,9.0,0.32,0
346,11.0,308.0,28.0,13.6,1.0,0.64,11.62,19.23,2.38,0.0,9.0,0.73,0
347,13.0,652.0,50.15,31.27,0.308,0.54,8.13,22.68,6.8,2.22,7.92,0.15,0
348,11.0,1198.0,,261.67,0.455,0.27,,23.75,3.57,0.6,9.18,0.82,0
349,11.0,856.0,77.82,90.85,,0.27,,20.23,4.39,,9.0,,0
350,15.0,5288.0,352.53,1149.13,0.5329999999999999,0.67,1.23,17.97,7.77,1.01,8.2,0.47,0
351,11.0,678.0,61.64,,0.364,0.27,9.23,20.18,5.04,0.0,11.0,0.36,0
352,25.0,39.0,1.56,0.77,0.16,0.08,6.9,21.37,5.18,0.0,10.0,0.24,0
353,18.0,595.0,33.06,33.44,,,,23.55,,0.0,9.0,,0
354,12.0,2751.0,229.25,,,0.25,9.07,19.35,,2.26,,0.42,0
355,13.0,430.0,33.08,,0.308,0.46,4.65,,,0.44,8.77,,0
356,,1782.0,137.08,,,0.54,1.72,21.38,,,8.69,0.62,0
357,18.0,287.0,15.94,8.59,0.444,0.17,,23.95,5.07,0.0,,0.61,0
358,12.0,619.0,51.58,49.93,1.0,0.58,9.73,21.42,,0.0,9.0,0.58,0
359,37.0,4999.0,135.11,144.14,0.1889999999999999,,1.28,,8.02,0.0,9.0,,0
360,11.0,742.0,67.45,108.74,0.545,1.0,,21.18,1.61,0.0,9.0,0.18,0
361,11.0,1142.0,103.82,87.72,0.727,0.82,,,3.93,0.0,9.0,,0
362,11.0,225.0,20.45,12.87,0.818,0.36,12.42,20.48,,0.0,,0.82,0
363,11.0,,66.91,69.62,,0.27,5.88,,4.92,,,0.73,0
364,,547.0,45.58,60.29,0.667,,11.7,,,0.0,9.0,0.67,0
365,12.0,12924.0,1077.0,108.54,0.25,1.0,20.13,23.65,1.14,0.0,,,0
366,14.0,669.0,,44.76,0.5710000000000001,,,17.3,2.57,0.27,8.93,1.0,0
367,13.0,,61.08,62.5,0.615,,,23.57,6.53,0.28,,0.31,0
368,18.0,128.0,7.11,7.66,,0.11,,0.87,0.33,,11.0,0.0,0
369,13.0,,131.0,211.78,0.462,,10.42,21.27,3.81,0.88,,0.77,0
370,12.0,,36.75,,0.417,0.58,7.57,21.77,,0.0,9.0,0.17,0
371,18.0,920.0,,46.37,0.667,0.72,1.12,23.52,6.65,0.0,9.0,,0
372,13.0,780.0,,54.86,0.6920000000000001,0.85,10.2,22.88,5.44,1.01,8.23,0.69,0
373,15.0,640.0,42.67,,,0.4,6.22,20.97,3.93,0.0,9.0,0.53,0
374,25.0,1724.0,,,,0.72,,18.18,,0.0,9.0,0.88,0
375,13.0,1092.0,84.0,,0.462,0.46,10.08,,5.27,,8.23,0.54,0
376,28.0,2680.0,95.71,106.7,0.071,0.54,7.02,19.18,3.19,0.97,8.75,,0
377,,,37.17,29.72,0.667,0.58,6.05,,5.15,0.29,8.92,0.33,0
378,,315.0,28.64,31.55,0.273,,,23.47,7.03,0.3,8.91,0.18,0
379,,1599.0,53.3,,,0.97,17.97,19.43,0.49,0.0,,0.07,0
380,23.0,2601.0,113.09,181.23,0.217,0.48,10.02,22.78,3.75,,8.83,0.48,0
381,,1654.0,97.29,107.78,,0.18,11.47,23.42,4.21,0.0,,0.65,0
382,11.0,217.0,19.73,,0.182,0.36,0.52,,7.91,,8.64,,0
383,,2514.0,23.94,15.79,0.01,1.0,8.52,17.62,2.19,0.0,,0.75,0
384,15.0,385.0,,,0.5329999999999999,0.6,5.68,,4.3,0.52,,0.33,0
385,13.0,3704.0,284.92,,0.308,0.15,0.37,23.97,7.6,0.28,5.08,0.62,0
386,57.0,6650.0,116.67,45.72,,0.93,10.52,16.67,1.79,0.0,9.0,1.0,0
387,,296.0,21.14,,0.7140000000000001,0.29,7.22,18.07,4.55,,9.0,0.57,0
388,72.0,2868.0,,0.44,,0.01,15.53,23.42,2.56,0.0,9.0,0.38,0
389,13.0,486.0,37.38,,0.5379999999999999,0.46,9.33,21.42,,0.0,9.0,,0
390,,440.0,36.67,25.62,,0.5,0.37,19.58,6.44,0.9,8.5,0.08,0
391,31.0,,40.13,,,,0.52,22.73,6.24,0.18,,,0
392,23.0,1537.0,66.83,88.96,0.348,0.3,2.07,,6.28,0.0,9.0,0.52,0
393,12.0,8183.0,681.92,,0.25,0.17,13.35,21.87,2.81,0.9,10.5,0.75,0
394,14.0,533.0,38.07,39.01,,,16.48,,,0.0,,0.43,0
395,13.0,609.0,46.85,,0.385,0.15,8.55,20.03,4.05,0.0,9.0,,0
396,12.0,447.0,,18.3,,0.58,10.65,,,,9.0,,0
397,12.0,894.0,74.5,53.16,0.1669999999999999,0.83,11.3,19.55,2.53,,8.83,0.92,0
398,17.0,510.0,30.0,43.48,0.529,0.35,10.2,20.28,3.01,1.1,8.29,0.71,0
399,16.0,819.0,51.19,46.39,0.375,0.81,6.52,21.18,4.87,0.0,,,0
400,11.0,1329.0,120.82,,0.545,0.09,0.08,,6.84,0.0,10.0,0.18,0
401,15.0,101.0,6.73,,0.733,,,23.55,,0.0,9.0,0.4,0
402,11.0,977.0,88.82,143.28,0.091,0.55,12.72,22.62,3.77,,9.82,0.73,0
403,45.0,1927.0,42.82,,,0.02,19.18,23.78,1.6,0.0,9.0,,0
404,,819.0,45.5,30.97,,,9.5,15.78,1.63,0.7,7.61,0.94,0
405,12.0,,,30.61,0.1669999999999999,,8.33,20.02,,0.0,9.0,0.5,0
406,16.0,266.0,16.63,10.03,0.625,0.56,9.62,23.93,4.36,0.0,9.0,0.5,1
407,11.0,2462.0,,,0.091,0.18,13.25,,2.7,,9.36,0.55,0
408,15.0,383.0,25.53,14.28,,0.47,9.73,,,0.0,,0.2,0
409,12.0,,35.33,,,0.5,5.03,15.5,3.43,0.0,9.0,0.25,0
410,11.0,966.0,87.82,,0.182,0.09,16.13,22.62,2.57,0.0,9.0,0.45,0
411,14.0,954.0,68.14,55.15,0.214,0.5,7.15,14.62,2.16,0.63,,0.86,0
412,,534.0,41.08,35.2,0.462,0.31,11.97,,3.55,0.0,10.0,,0
413,30.0,,20.2,9.73,0.233,0.97,10.23,14.93,1.11,0.25,8.93,1.0,0
414,18.0,,27.44,,0.667,0.22,7.88,21.6,4.92,0.43,9.22,,0
415,11.0,,,24.67,0.455,0.45,9.72,20.3,3.51,0.9,8.73,,0
416,18.0,1729.0,96.06,158.79,,0.72,0.02,23.38,6.66,0.0,,0.33,0
417,11.0,,36.36,30.23,0.727,,,23.48,3.56,0.0,9.0,0.27,0
418,16.0,2349.0,146.81,,0.125,0.06,1.3,2.48,0.33,0.0,7.0,,0
419,36.0,6443.0,,229.77,0.0559999999999999,,7.02,,5.01,,10.56,0.42,0
420,19.0,1800.0,94.74,231.36,0.263,0.11,5.32,21.15,5.43,0.9,8.47,0.37,0
421,18.0,,43.06,31.37,0.1669999999999999,0.72,1.92,23.47,4.93,0.0,9.0,0.61,0
422,,,68.0,58.44,0.5,0.03,,,0.7,0.0,9.0,0.28,0
423,19.0,1750.0,,52.99,0.105,0.05,17.48,18.38,0.27,0.0,3.0,0.74,0
424,,3514.0,,240.9,0.385,,0.32,23.85,,0.0,,0.12,0
425,13.0,422.0,32.46,61.64,0.231,0.08,,22.53,3.29,0.0,11.0,0.54,0
426,12.0,2938.0,244.83,231.9,0.3329999999999999,0.25,21.87,22.62,0.19,,5.83,0.0,0
427,22.0,1340.0,60.91,38.73,0.364,0.36,8.87,20.55,3.45,0.35,,0.77,0
428,,1994.0,90.64,138.36,0.5,0.27,7.7,,4.13,0.64,8.86,0.41,0
429,14.0,,,48.91,0.357,0.29,,23.33,,0.0,,0.86,0
430,,1163.0,61.21,148.69,0.895,,12.62,20.42,,0.0,9.0,0.63,0
431,11.0,448.0,40.73,25.62,0.818,0.18,18.43,19.82,0.47,0.52,8.45,0.0,0
432,,1733.0,133.31,175.17,0.385,0.54,8.97,22.25,4.28,0.75,,0.54,0
433,,924.0,66.0,61.68,0.5,0.43,7.97,,2.22,0.0,,0.93,0
434,22.0,214.0,9.73,6.1,0.8640000000000001,,,,,0.43,,0.32,0
435,12.0,503.0,,36.37,0.3329999999999999,0.42,10.37,18.28,,0.0,9.0,0.92,0
436,11.0,254.0,23.09,22.98,0.727,0.27,13.05,18.87,1.96,0.0,9.0,,0
437,13.0,249.0,19.15,12.7,,,11.57,20.75,2.38,,8.92,0.92,0
438,19.0,530.0,27.89,,,0.05,0.0,,10.38,0.0,,0.0,0
439,42.0,,21.95,16.4,0.024,0.98,16.43,18.9,,0.0,9.0,0.52,1
440,18.0,834.0,,43.32,,0.83,11.47,,1.78,1.02,8.11,0.78,0
441,15.0,498.0,33.2,25.3,,0.4,1.12,23.05,,,9.0,0.13,0
442,11.0,146.0,13.27,9.95,0.455,0.82,2.38,23.0,7.33,,9.0,0.36,0
443,,1582.0,93.06,183.85,,0.06,10.73,17.95,3.2,0.0,9.0,1.0,0
444,11.0,,6.27,2.53,0.182,0.09,9.6,17.43,2.81,0.0,,0.91,0
445,11.0,439.0,39.91,20.82,0.727,,8.33,19.68,4.32,0.0,9.0,0.36,0
446,12.0,,97.92,158.21,0.417,0.33,,17.55,,0.0,9.0,0.75,0
447,15.0,1331.0,88.73,,0.267,0.07,,22.38,3.08,0.0,11.0,0.8,0
448,21.0,,38.33,,0.095,0.19,9.35,18.82,2.21,0.6,7.19,0.43,0
449,,,36.82,27.48,,0.36,0.08,19.63,5.79,0.3,8.91,0.27,0
450,13.0,257.0,,11.2,,,14.97,20.0,1.7,1.04,7.92,0.77,0
451,11.0,199.0,18.09,8.98,0.273,1.0,10.83,15.12,1.5,0.0,9.0,1.0,0
452,44.0,920.0,,47.55,,0.09,6.45,23.62,5.02,0.0,11.0,0.18,0
453,12.0,849.0,70.75,61.35,0.5,0.67,16.78,,,,,0.83,0
454,,813.0,67.75,,0.25,,14.33,23.17,,0.29,8.92,0.83,0
455,11.0,1745.0,158.64,160.9,0.455,0.36,4.47,19.6,4.06,0.5,8.36,0.64,0
456,33.0,2009.0,60.88,100.59,0.212,,,20.62,5.62,,8.91,0.27,0
457,67.0,3504.0,,,0.104,0.94,,18.22,,0.17,8.97,0.94,1
458,12.0,265.0,22.08,17.48,,0.08,10.02,,2.91,0.0,9.0,0.92,0
459,37.0,3089.0,,100.53,0.1889999999999999,0.03,2.77,,5.04,,9.0,,0
460,12.0,429.0,35.75,24.99,0.5,,5.47,,4.82,0.0,9.0,0.5,0
461,13.0,,971.15,,,1.0,,23.55,1.09,0.0,10.0,,0
462,16.0,1048.0,65.5,64.99,0.563,0.56,1.43,23.25,,0.75,8.81,0.5,0
463,,935.0,77.92,,0.75,0.42,13.28,22.92,3.98,0.0,9.0,0.33,0
464,19.0,840.0,44.21,47.37,,0.05,17.4,19.47,0.84,,9.0,0.37,0
465,12.0,325.0,27.08,24.53,0.5,,12.1,17.07,1.81,0.58,8.83,1.0,0
466,,767.0,38.35,53.84,0.6,0.75,1.1,,6.12,0.0,9.0,0.0,0
467,20.0,,30.5,,0.5,0.7,8.27,21.35,,0.99,,0.3,0
468,15.0,752.0,,40.64,0.467,0.27,,17.7,2.29,0.98,7.67,1.0,0
469,12.0,13164.0,1097.0,118.17,0.083,,20.15,23.58,1.13,0.0,10.0,,0
470,19.0,,34.32,30.8,0.053,1.0,12.08,,1.3,,,1.0,0
471,,798.0,44.33,52.09,0.667,0.44,12.25,22.33,3.42,,9.0,0.72,0
472,15.0,287.0,19.13,18.97,0.933,0.87,0.65,22.93,,0.77,8.8,0.0,0
473,16.0,,12.69,6.99,0.4379999999999999,,8.22,22.85,5.37,0.0,9.0,0.06,0
474,,470.0,19.58,,0.083,,0.43,21.35,7.41,0.0,9.0,0.13,0
475,16.0,332.0,20.75,17.3,0.75,,10.15,15.38,2.41,2.06,8.13,1.0,0
476,12.0,,134.0,109.17,,0.75,10.68,,2.89,1.38,6.92,,0
477,16.0,,37.69,40.17,0.625,0.63,13.48,,2.02,0.0,9.0,,0
478,16.0,713.0,,49.47,0.688,0.5,,22.87,4.54,,,0.5,0
479,12.0,536.0,44.67,32.56,0.25,0.42,7.27,18.15,4.71,1.17,8.5,0.25,0
480,14.0,84.0,,2.35,0.071,,1.87,2.7,0.34,2.66,6.0,0.0,0
481,18.0,1878.0,104.33,,0.667,,9.38,21.8,4.9,,6.89,0.5,0
482,14.0,,238.14,672.61,0.143,0.93,5.18,22.23,4.54,0.36,8.86,0.07,0
483,13.0,,110.23,130.13,0.385,0.08,,,4.68,0.0,9.0,0.69,0
484,11.0,1183.0,107.55,142.21,0.727,0.09,12.23,,,,5.0,0.64,0
485,11.0,5007.0,455.18,841.93,,0.09,18.43,22.25,1.03,0.0,,0.0,0
486,17.0,875.0,51.47,75.86,0.235,0.12,6.75,21.38,5.08,0.0,11.0,0.53,0
487,,2769.0,57.69,71.58,0.104,0.75,,,,0.0,,0.94,1
488,23.0,,3.0,0.0,,0.04,,23.47,,,9.0,,0
489,11.0,261.0,,24.61,,0.45,7.95,22.15,5.13,,9.0,0.36,0
490,15.0,1171.0,78.07,73.7,0.5329999999999999,0.67,6.27,22.05,4.06,0.0,,0.6,0
491,15.0,,20.6,11.94,0.2,,10.55,18.87,3.34,1.49,,0.27,0
492,11.0,1063.0,96.64,127.51,0.455,0.09,10.72,,2.72,0.0,5.0,1.0,0
493,12.0,597.0,,,0.25,,12.4,,0.98,,9.0,,1
494,17.0,34.0,2.0,0.0,0.412,0.06,,10.82,,0.0,8.0,1.0,0
495,19.0,684.0,36.0,31.72,0.526,0.42,9.0,20.92,4.29,,8.89,0.47,0
496,27.0,674.0,24.96,15.78,,0.22,,20.87,6.34,,9.0,0.59,0
497,14.0,42.0,,,0.143,0.07,10.55,23.52,3.09,0.0,,,0
498,20.0,2041.0,102.05,100.76,0.1,,11.35,22.52,3.29,0.37,8.85,0.55,0
499,,773.0,70.27,48.06,0.455,0.27,,,3.66,,9.0,0.82,0
500,13.0,,21.08,20.49,0.154,0.31,12.65,13.92,0.46,0.44,,1.0,0
501,11.0,404.0,,30.18,0.818,0.55,8.88,23.08,4.28,0.81,,,0
502,24.0,913.0,38.04,28.8,,,8.97,22.0,,,8.92,0.42,0
503,11.0,,60.36,85.45,0.545,0.45,1.1,18.08,5.07,0.81,,0.55,0
504,14.0,63940.0,4567.14,2384.56,0.429,0.07,4.47,23.5,6.52,0.0,9.0,0.29,0
505,,,16.82,9.2,,0.27,14.13,,4.13,0.4,,0.36,0
506,45.0,,15.07,,0.711,0.53,0.15,22.8,6.08,0.0,9.0,0.51,0
507,,225.0,18.75,10.22,0.25,0.17,0.1,,0.07,0.52,9.5,,0
508,,570.0,51.82,47.85,0.545,0.91,7.5,21.95,3.9,0.81,8.64,0.64,0
509,70.0,2054.0,29.34,21.23,0.0289999999999999,1.0,,,1.06,0.0,9.0,,1
510,15.0,309.0,20.6,,0.5329999999999999,,3.6,21.27,3.95,,8.27,0.8,0
511,24.0,,36.08,44.56,0.708,0.75,,23.0,7.34,0.0,9.0,0.08,0
512,15.0,484.0,32.27,30.56,0.6,,12.95,16.15,0.83,0.0,9.0,1.0,0
513,,652.0,40.75,57.39,0.063,0.13,20.88,22.4,0.51,0.4,9.81,0.0,0
514,13.0,606.0,46.62,38.9,0.462,0.54,,21.67,5.38,1.39,8.62,0.46,0
515,22.0,,44.5,95.34,0.091,1.0,8.87,9.9,0.27,,8.09,0.0,0
516,14.0,615.0,43.93,28.6,0.429,0.36,6.47,,4.89,0.0,9.0,0.36,0
517,,,,64.0,0.455,0.73,10.02,19.58,3.58,0.79,7.73,0.91,0
518,39.0,2046.0,52.46,68.5,0.154,0.36,9.37,22.8,4.98,0.68,8.82,,0
519,,281.0,17.56,13.97,0.25,0.5,0.38,21.5,,0.96,8.38,0.0,0
520,12.0,478.0,,42.12,,,,20.62,8.29,0.0,9.0,0.33,0
521,,1092.0,64.24,62.13,0.941,,,22.42,,,,0.53,0
522,11.0,54.0,,2.47,0.727,0.09,13.88,23.58,3.21,0.0,9.0,0.45,0
523,12.0,182.0,15.17,16.08,0.25,0.25,,,2.95,,9.0,0.25,0
524,18.0,792.0,,,0.222,0.56,6.03,,4.67,0.47,9.11,0.5,0
525,16.0,6154.0,384.63,504.44,0.188,0.38,7.63,,,0.0,11.0,0.56,0
526,16.0,418.0,26.13,17.04,0.4379999999999999,0.56,1.3,,7.92,0.5,8.88,,0
527,13.0,460.0,35.38,56.12,0.769,,9.7,17.13,2.91,,8.69,,0
528,18.0,2156.0,119.78,233.69,0.0559999999999999,0.06,18.02,22.13,,0.0,9.0,0.0,0
529,15.0,712.0,47.47,93.11,,,6.32,17.22,3.94,0.0,9.0,0.73,0
530,14.0,360.0,25.71,11.5,0.357,,3.45,22.4,6.33,,,0.14,0
531,13.0,1493.0,114.85,166.17,0.5379999999999999,0.38,8.65,21.77,4.59,1.01,8.23,0.54,0
532,,,1017.0,0.0,0.091,,20.12,23.42,1.06,0.0,10.0,0.0,0
533,15.0,624.0,41.6,,0.5329999999999999,0.47,,17.93,3.67,0.0,9.0,0.67,0
534,18.0,659.0,36.61,,0.667,0.33,2.6,23.27,6.56,0.65,8.78,0.0,0
535,31.0,,6.84,10.1,0.3229999999999999,0.35,2.93,23.73,8.02,0.9,8.71,0.16,0
536,20.0,667.0,,25.3,0.3,0.5,,20.92,3.34,,8.55,0.7,0
537,13.0,,86.15,48.11,0.6920000000000001,0.15,12.97,20.9,2.39,0.0,8.0,,0
538,14.0,488.0,34.86,48.54,0.5710000000000001,,1.35,21.17,6.85,0.27,8.93,,0
539,,815.0,74.09,94.32,0.091,0.36,9.83,19.55,2.32,0.0,9.0,0.82,0
540,,354.0,23.6,14.89,,0.87,1.05,,7.37,0.77,8.8,0.13,0
541,17.0,2680.0,157.65,,0.471,0.71,,23.92,3.03,0.0,9.0,0.12,0
542,21.0,656.0,31.24,24.28,,0.48,8.63,20.17,3.64,0.44,8.9,0.67,0
543,18.0,,47.72,,0.222,0.78,8.65,,3.17,,,0.61,0
544,23.0,950.0,41.3,25.77,,0.52,4.45,22.85,,0.63,,,0
545,48.0,1453.0,,26.94,,1.0,14.4,16.57,0.71,0.4,8.92,1.0,0
546,,1609.0,100.56,137.59,0.063,,9.8,,4.06,0.0,5.0,0.19,0
547,14.0,2722.0,194.43,246.27,0.143,,10.4,,3.34,,,0.86,0
548,12.0,506.0,42.17,33.61,0.5,0.58,,20.3,,0.0,9.0,0.58,0
549,16.0,1059.0,66.19,39.55,,0.5,0.05,23.27,,1.5,8.63,0.56,0
550,16.0,,,60.0,1.0,0.38,12.58,19.13,1.98,0.0,9.0,0.81,0
551,12.0,,54.75,54.4,0.5,,8.85,19.98,3.96,,,0.83,0
552,,1397.0,34.07,25.29,0.146,0.98,10.57,13.03,0.67,0.0,9.0,,0
553,26.0,,8.46,,0.077,0.04,,22.3,3.47,,3.0,0.5,0
554,11.0,,54.64,49.76,0.273,0.36,5.17,,4.61,0.6,8.82,0.73,0
555,11.0,538.0,48.91,62.12,0.545,0.55,8.57,22.82,5.04,0.0,9.0,0.36,0
556,12.0,80.0,,3.37,0.1669999999999999,0.08,2.35,3.58,0.42,0.0,9.0,0.0,0
557,14.0,1991.0,142.21,222.9,0.214,0.21,14.38,20.22,2.17,0.73,9.29,,0
558,,1190.0,74.38,60.49,0.75,,12.03,20.52,2.24,0.0,9.0,0.25,0
559,13.0,308.0,23.69,23.59,0.385,0.62,8.92,,2.35,,,0.85,0
560,,222.0,,9.86,0.273,0.36,5.28,18.83,3.92,,,0.73,0
561,17.0,,77.24,70.1,0.471,0.35,11.47,20.83,3.87,,8.35,0.41,0
562,11.0,,,,0.818,,,21.97,5.0,0.0,9.0,0.45,0
563,14.0,66.0,,3.52,0.214,0.21,0.03,19.75,7.95,0.0,9.0,,0
564,14.0,495.0,35.36,23.25,,0.79,7.0,16.35,3.32,0.73,8.71,0.64,0
565,,2417.0,109.86,118.69,0.409,0.32,9.12,21.15,,0.0,9.0,0.77,0
566,11.0,351.0,31.91,31.58,0.091,0.64,8.58,20.65,3.33,0.93,8.45,0.45,0
567,24.0,645.0,26.88,,,0.17,11.77,,,0.41,,0.71,0
568,17.0,509.0,29.94,15.94,0.412,0.53,10.83,17.85,1.75,,9.0,1.0,0
569,25.0,1858.0,74.32,65.27,0.72,0.64,6.25,20.35,5.02,0.4,,0.48,0
570,11.0,797.0,,77.83,0.182,0.27,9.88,22.57,,0.81,8.64,0.45,0
571,,1473.0,58.92,279.4,0.08,0.12,14.9,21.63,1.94,0.55,9.16,0.12,0
572,12.0,,,,0.917,0.58,,,4.39,0.0,9.0,0.5,0
573,17.0,842.0,49.53,42.58,0.176,,,22.68,2.13,0.0,9.0,0.06,0
574,14.0,,50.29,23.99,,0.43,,,4.21,0.0,9.0,0.57,0
575,13.0,923.0,71.0,87.55,0.6920000000000001,,14.68,20.42,1.82,0.28,8.92,,0
576,86.0,,46.81,,0.023,0.95,,18.65,2.1,0.32,8.97,0.91,1
577,12.0,799.0,,,0.25,0.25,,20.77,,,8.83,0.25,0
578,12.0,1118.0,93.17,91.48,0.5,0.5,0.05,20.27,8.32,,,0.42,0
579,33.0,1061.0,32.15,25.92,0.121,,11.57,17.82,1.95,0.0,9.0,1.0,1
580,11.0,643.0,58.45,60.92,0.273,0.27,18.7,23.98,1.55,0.47,8.73,0.0,0
581,11.0,203.0,18.45,7.55,0.636,0.27,,21.5,3.94,0.0,9.0,0.55,0
582,,61.0,1.15,0.5,0.057,0.08,9.35,23.73,4.72,0.49,,,0
583,11.0,541.0,,30.03,1.0,0.09,7.9,,3.29,,9.0,0.73,0
584,40.0,,33.88,18.47,0.05,1.0,11.47,15.73,1.21,0.0,9.0,,0
585,12.0,2279.0,189.92,189.37,0.25,0.25,0.45,20.78,,0.0,,,0
586,,3950.0,,338.05,0.182,0.14,1.6,,6.59,2.57,,0.45,0
587,16.0,764.0,47.75,32.41,0.625,,7.33,,4.38,0.0,9.0,0.44,0
588,22.0,1297.0,58.95,49.43,0.455,0.14,9.9,22.12,3.97,0.0,,0.45,0
589,18.0,941.0,52.28,,0.222,0.28,7.07,17.25,3.65,0.0,9.0,0.83,0
590,28.0,803.0,28.68,6.34,0.179,,7.23,20.67,3.17,0.0,9.0,0.82,0
591,15.0,5391.0,,342.26,0.3329999999999999,0.6,9.12,22.32,5.26,1.03,10.07,,0
592,,954.0,45.43,69.8,0.048,,19.48,,1.32,,8.29,0.0,0
593,13.0,402.0,,33.32,0.077,0.15,10.97,,4.55,,11.0,,0
594,11.0,451.0,41.0,17.25,0.727,,12.2,16.3,1.34,1.04,,,0
595,76.0,3909.0,,37.87,0.053,0.03,,21.7,2.86,,9.0,0.88,0
596,13.0,451.0,34.69,53.34,0.231,,12.12,,4.03,0.75,8.69,0.69,0
597,22.0,854.0,38.82,33.13,0.2269999999999999,0.5,10.27,20.8,3.53,0.57,8.32,0.45,0
598,16.0,324.0,20.25,16.78,0.875,0.31,,15.42,4.59,0.0,,0.19,0
599,15.0,2729.0,181.93,185.27,0.133,0.53,,23.05,4.46,0.46,8.73,0.53,0
600,11.0,,126.09,,0.364,0.18,7.27,16.45,,0.6,,,0
601,11.0,656.0,59.64,58.33,,0.45,8.65,18.92,3.06,0.6,8.82,0.64,0
602,137.0,6986.0,,32.64,0.022,0.96,10.77,,2.99,0.0,9.0,,0
603,12.0,,27.33,20.38,,,12.38,22.52,3.0,0.39,8.83,,0
604,14.0,,89.64,131.57,0.143,0.5,13.08,16.28,1.31,2.77,6.43,1.0,0
605,20.0,,,798.63,0.2,0.3,14.05,20.7,1.72,0.0,9.0,0.5,0
606,20.0,1863.0,93.15,,,0.25,8.0,17.82,,0.62,7.8,,0
607,11.0,289.0,26.27,15.93,0.636,0.36,10.33,23.18,,,9.0,0.45,0
608,13.0,515.0,39.62,32.61,,0.23,15.08,22.4,2.34,0.0,9.0,0.85,0
609,12.0,899.0,74.92,79.75,0.417,,9.4,,4.57,0.0,9.0,0.17,0
